UniprotID	ProteinName	OriginalID	ExperimentID	UniProt	Database	Ratio	Change	originalName	GeneName	Organism	StudyID	Method	Detergent	Details	Method1	Quantitation	MassSpec	Software	TissueID	Stimulous	Agent	ExpShort	Authors	Year	PubmedID	StudyDetails
P09669	Cytochrome c oxidase subunit 6C	P09669	exp118	Yes	UniprotKB	NA	NA	Cytochrome c oxidase subunit 6C	COX6C	Human	std082	DRM	Triton X-100	Proteomic characterization of lipid raft proteome from chronic lymphocytic leukemia cells	Sucrose gradient	NA	LC-MS/MS	Protein Pilot	ID:0000074	NA	NA	Exp118_Alomari_MEC1	Alomari et.al.	2014	http://omicsonline.org/open-access/lipid-raft-proteome-bcell-leukemia-jpb.S7-005.php?aid=24580	Profiling the lipid raft proteome from human MEC1 chronic lymphocytic leukemia cells
P10176	Cytochrome c oxidase subunit 8A, mitochondrial	P10176	exp118	Yes	UniprotKB	NA	NA	Cytochrome c oxidase subunit 8A, mitochondrial	COX8A	Human	std082	DRM	Triton X-100	Proteomic characterization of lipid raft proteome from chronic lymphocytic leukemia cells	Sucrose gradient	NA	LC-MS/MS	Protein Pilot	ID:0000074	NA	NA	Exp118_Alomari_MEC1	Alomari et.al.	2014	http://omicsonline.org/open-access/lipid-raft-proteome-bcell-leukemia-jpb.S7-005.php?aid=24580	Profiling the lipid raft proteome from human MEC1 chronic lymphocytic leukemia cells
P11142	Heat shock cognate 71 kDa protein	P11142	exp118	Yes	UniprotKB	NA	NA	Heat shock cognate 71 kDa protein	HSPA8	Human	std082	DRM	Triton X-100	Proteomic characterization of lipid raft proteome from chronic lymphocytic leukemia cells	Sucrose gradient	NA	LC-MS/MS	Protein Pilot	ID:0000074	NA	NA	Exp118_Alomari_MEC1	Alomari et.al.	2014	http://omicsonline.org/open-access/lipid-raft-proteome-bcell-leukemia-jpb.S7-005.php?aid=24580	Profiling the lipid raft proteome from human MEC1 chronic lymphocytic leukemia cells
P11233	Ras-related protein Ral-A	P11233	exp118	Yes	UniprotKB	NA	NA	Ras-related protein Ral-A	RALA	Human	std082	DRM	Triton X-100	Proteomic characterization of lipid raft proteome from chronic lymphocytic leukemia cells	Sucrose gradient	NA	LC-MS/MS	Protein Pilot	ID:0000074	NA	NA	Exp118_Alomari_MEC1	Alomari et.al.	2014	http://omicsonline.org/open-access/lipid-raft-proteome-bcell-leukemia-jpb.S7-005.php?aid=24580	Profiling the lipid raft proteome from human MEC1 chronic lymphocytic leukemia cells
P11940	Polyadenylate-binding protein 1	P11940	exp118	Yes	UniprotKB	NA	NA	Polyadenylate-binding protein 1	PABPC1	Human	std082	DRM	Triton X-100	Proteomic characterization of lipid raft proteome from chronic lymphocytic leukemia cells	Sucrose gradient	NA	LC-MS/MS	Protein Pilot	ID:0000074	NA	NA	Exp118_Alomari_MEC1	Alomari et.al.	2014	http://omicsonline.org/open-access/lipid-raft-proteome-bcell-leukemia-jpb.S7-005.php?aid=24580	Profiling the lipid raft proteome from human MEC1 chronic lymphocytic leukemia cells
P12259	Coagulation factor V	P12259	exp118	Yes	UniprotKB	NA	NA	Coagulation factor V	F5	Human	std082	DRM	Triton X-100	Proteomic characterization of lipid raft proteome from chronic lymphocytic leukemia cells	Sucrose gradient	NA	LC-MS/MS	Protein Pilot	ID:0000074	NA	NA	Exp118_Alomari_MEC1	Alomari et.al.	2014	http://omicsonline.org/open-access/lipid-raft-proteome-bcell-leukemia-jpb.S7-005.php?aid=24580	Profiling the lipid raft proteome from human MEC1 chronic lymphocytic leukemia cells
Q6P666	Cytochrome c oxidase subunit 4 isoform 1, mitochondrial	Q6P666	exp118	Yes	UniprotKB	NA	NA	Cytochrome c oxidase subunit 4 isoform 1, mitochondrial	COX4I1	Human	std082	DRM	Triton X-100	Proteomic characterization of lipid raft proteome from chronic lymphocytic leukemia cells	Sucrose gradient	NA	LC-MS/MS	Protein Pilot	ID:0000074	NA	NA	Exp118_Alomari_MEC1	Alomari et.al.	2014	http://omicsonline.org/open-access/lipid-raft-proteome-bcell-leukemia-jpb.S7-005.php?aid=24580	Profiling the lipid raft proteome from human MEC1 chronic lymphocytic leukemia cells
P13639	Elongation factor 2	P13639	exp118	Yes	UniprotKB	NA	NA	Elongation factor 2	EEF2	Human	std082	DRM	Triton X-100	Proteomic characterization of lipid raft proteome from chronic lymphocytic leukemia cells	Sucrose gradient	NA	LC-MS/MS	Protein Pilot	ID:0000074	NA	NA	Exp118_Alomari_MEC1	Alomari et.al.	2014	http://omicsonline.org/open-access/lipid-raft-proteome-bcell-leukemia-jpb.S7-005.php?aid=24580	Profiling the lipid raft proteome from human MEC1 chronic lymphocytic leukemia cells
P13645	Keratin, type I cytoskeletal 10	P13645	exp118	Yes	UniprotKB	NA	NA	Keratin, type I cytoskeletal 10	KRT10	Human	std082	DRM	Triton X-100	Proteomic characterization of lipid raft proteome from chronic lymphocytic leukemia cells	Sucrose gradient	NA	LC-MS/MS	Protein Pilot	ID:0000074	NA	NA	Exp118_Alomari_MEC1	Alomari et.al.	2014	http://omicsonline.org/open-access/lipid-raft-proteome-bcell-leukemia-jpb.S7-005.php?aid=24580	Profiling the lipid raft proteome from human MEC1 chronic lymphocytic leukemia cells
Q5TBN4	Plastin-2	Q5TBN4	exp118	Yes	UniprotKB	NA	NA	Plastin-2	LCP1	Human	std082	DRM	Triton X-100	Proteomic characterization of lipid raft proteome from chronic lymphocytic leukemia cells	Sucrose gradient	NA	LC-MS/MS	Protein Pilot	ID:0000074	NA	NA	Exp118_Alomari_MEC1	Alomari et.al.	2014	http://omicsonline.org/open-access/lipid-raft-proteome-bcell-leukemia-jpb.S7-005.php?aid=24580	Profiling the lipid raft proteome from human MEC1 chronic lymphocytic leukemia cells
P13987	CD59 glycoprotein	P13987	exp118	Yes	UniprotKB	NA	NA	CD59 glycoprotein	CD59	Human	std082	DRM	Triton X-100	Proteomic characterization of lipid raft proteome from chronic lymphocytic leukemia cells	Sucrose gradient	NA	LC-MS/MS	Protein Pilot	ID:0000074	NA	NA	Exp118_Alomari_MEC1	Alomari et.al.	2014	http://omicsonline.org/open-access/lipid-raft-proteome-bcell-leukemia-jpb.S7-005.php?aid=24580	Profiling the lipid raft proteome from human MEC1 chronic lymphocytic leukemia cells
P14314	Glucosidase 2 subunit beta	P14314	exp118	Yes	UniprotKB	NA	NA	Glucosidase 2 subunit beta	PRKCSH	Human	std082	DRM	Triton X-100	Proteomic characterization of lipid raft proteome from chronic lymphocytic leukemia cells	Sucrose gradient	NA	LC-MS/MS	Protein Pilot	ID:0000074	NA	NA	Exp118_Alomari_MEC1	Alomari et.al.	2014	http://omicsonline.org/open-access/lipid-raft-proteome-bcell-leukemia-jpb.S7-005.php?aid=24580	Profiling the lipid raft proteome from human MEC1 chronic lymphocytic leukemia cells
Q6IBK9	Hematopoietic lineage cell-specific protein	Q6IBK9	exp118	Yes	UniprotKB	NA	NA	Hematopoietic lineage cell-specific protein	HCLS1	Human	std082	DRM	Triton X-100	Proteomic characterization of lipid raft proteome from chronic lymphocytic leukemia cells	Sucrose gradient	NA	LC-MS/MS	Protein Pilot	ID:0000074	NA	NA	Exp118_Alomari_MEC1	Alomari et.al.	2014	http://omicsonline.org/open-access/lipid-raft-proteome-bcell-leukemia-jpb.S7-005.php?aid=24580	Profiling the lipid raft proteome from human MEC1 chronic lymphocytic leukemia cells
P14854	Cytochrome c oxidase subunit 6B1	P14854	exp118	Yes	UniprotKB	NA	NA	Cytochrome c oxidase subunit 6B1	COX6B1	Human	std082	DRM	Triton X-100	Proteomic characterization of lipid raft proteome from chronic lymphocytic leukemia cells	Sucrose gradient	NA	LC-MS/MS	Protein Pilot	ID:0000074	NA	NA	Exp118_Alomari_MEC1	Alomari et.al.	2014	http://omicsonline.org/open-access/lipid-raft-proteome-bcell-leukemia-jpb.S7-005.php?aid=24580	Profiling the lipid raft proteome from human MEC1 chronic lymphocytic leukemia cells
P14868	Aspartyl-tRNA synthetase, cytoplasmic	P14868	exp118	Yes	UniprotKB	NA	NA	Aspartyl-tRNA synthetase, cytoplasmic	DARS	Human	std082	DRM	Triton X-100	Proteomic characterization of lipid raft proteome from chronic lymphocytic leukemia cells	Sucrose gradient	NA	LC-MS/MS	Protein Pilot	ID:0000074	NA	NA	Exp118_Alomari_MEC1	Alomari et.al.	2014	http://omicsonline.org/open-access/lipid-raft-proteome-bcell-leukemia-jpb.S7-005.php?aid=24580	Profiling the lipid raft proteome from human MEC1 chronic lymphocytic leukemia cells
P14927	Cytochrome b-c1 complex subunit 7	P14927	exp118	Yes	UniprotKB	NA	NA	Cytochrome b-c1 complex subunit 7	UQCRB	Human	std082	DRM	Triton X-100	Proteomic characterization of lipid raft proteome from chronic lymphocytic leukemia cells	Sucrose gradient	NA	LC-MS/MS	Protein Pilot	ID:0000074	NA	NA	Exp118_Alomari_MEC1	Alomari et.al.	2014	http://omicsonline.org/open-access/lipid-raft-proteome-bcell-leukemia-jpb.S7-005.php?aid=24580	Profiling the lipid raft proteome from human MEC1 chronic lymphocytic leukemia cells
P15531	Nucleoside diphosphate kinase A	P15531	exp118	Yes	UniprotKB	NA	NA	Nucleoside diphosphate kinase A	NME1-NME2	Human	std082	DRM	Triton X-100	Proteomic characterization of lipid raft proteome from chronic lymphocytic leukemia cells	Sucrose gradient	NA	LC-MS/MS	Protein Pilot	ID:0000074	NA	NA	Exp118_Alomari_MEC1	Alomari et.al.	2014	http://omicsonline.org/open-access/lipid-raft-proteome-bcell-leukemia-jpb.S7-005.php?aid=24580	Profiling the lipid raft proteome from human MEC1 chronic lymphocytic leukemia cells
P15907	Beta-galactoside alpha-2,6-sialyltransferase 1	P15907	exp118	Yes	UniprotKB	NA	NA	Beta-galactoside alpha-2,6-sialyltransferase 1	ST6GAL1	Human	std082	DRM	Triton X-100	Proteomic characterization of lipid raft proteome from chronic lymphocytic leukemia cells	Sucrose gradient	NA	LC-MS/MS	Protein Pilot	ID:0000074	NA	NA	Exp118_Alomari_MEC1	Alomari et.al.	2014	http://omicsonline.org/open-access/lipid-raft-proteome-bcell-leukemia-jpb.S7-005.php?aid=24580	Profiling the lipid raft proteome from human MEC1 chronic lymphocytic leukemia cells
P15954	Cytochrome c oxidase subunit 7C, mitochondrial	P15954	exp118	Yes	UniprotKB	NA	NA	Cytochrome c oxidase subunit 7C, mitochondrial	COX7C	Human	std082	DRM	Triton X-100	Proteomic characterization of lipid raft proteome from chronic lymphocytic leukemia cells	Sucrose gradient	NA	LC-MS/MS	Protein Pilot	ID:0000074	NA	NA	Exp118_Alomari_MEC1	Alomari et.al.	2014	http://omicsonline.org/open-access/lipid-raft-proteome-bcell-leukemia-jpb.S7-005.php?aid=24580	Profiling the lipid raft proteome from human MEC1 chronic lymphocytic leukemia cells
P17568	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 7	P17568	exp118	Yes	UniprotKB	NA	NA	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 7	NDUFB7	Human	std082	DRM	Triton X-100	Proteomic characterization of lipid raft proteome from chronic lymphocytic leukemia cells	Sucrose gradient	NA	LC-MS/MS	Protein Pilot	ID:0000074	NA	NA	Exp118_Alomari_MEC1	Alomari et.al.	2014	http://omicsonline.org/open-access/lipid-raft-proteome-bcell-leukemia-jpb.S7-005.php?aid=24580	Profiling the lipid raft proteome from human MEC1 chronic lymphocytic leukemia cells
P19338	Nucleolin	P19338	exp118	Yes	UniprotKB	NA	NA	Nucleolin	NCL	Human	std082	DRM	Triton X-100	Proteomic characterization of lipid raft proteome from chronic lymphocytic leukemia cells	Sucrose gradient	NA	LC-MS/MS	Protein Pilot	ID:0000074	NA	NA	Exp118_Alomari_MEC1	Alomari et.al.	2014	http://omicsonline.org/open-access/lipid-raft-proteome-bcell-leukemia-jpb.S7-005.php?aid=24580	Profiling the lipid raft proteome from human MEC1 chronic lymphocytic leukemia cells
P20674	Cytochrome c oxidase subunit 5A, mitochondrial	P20674	exp118	Yes	UniprotKB	NA	NA	Cytochrome c oxidase subunit 5A, mitochondrial	COX5A	Human	std082	DRM	Triton X-100	Proteomic characterization of lipid raft proteome from chronic lymphocytic leukemia cells	Sucrose gradient	NA	LC-MS/MS	Protein Pilot	ID:0000074	NA	NA	Exp118_Alomari_MEC1	Alomari et.al.	2014	http://omicsonline.org/open-access/lipid-raft-proteome-bcell-leukemia-jpb.S7-005.php?aid=24580	Profiling the lipid raft proteome from human MEC1 chronic lymphocytic leukemia cells
P20700	Lamin-B1	P20700	exp118	Yes	UniprotKB	NA	NA	Lamin-B1	LMNB1	Human	std082	DRM	Triton X-100	Proteomic characterization of lipid raft proteome from chronic lymphocytic leukemia cells	Sucrose gradient	NA	LC-MS/MS	Protein Pilot	ID:0000074	NA	NA	Exp118_Alomari_MEC1	Alomari et.al.	2014	http://omicsonline.org/open-access/lipid-raft-proteome-bcell-leukemia-jpb.S7-005.php?aid=24580	Profiling the lipid raft proteome from human MEC1 chronic lymphocytic leukemia cells
P21281	V-type proton ATPase subunit B, brain isoform	P21281	exp118	Yes	UniprotKB	NA	NA	V-type proton ATPase subunit B, brain isoform	ATP6V1B2	Human	std082	DRM	Triton X-100	Proteomic characterization of lipid raft proteome from chronic lymphocytic leukemia cells	Sucrose gradient	NA	LC-MS/MS	Protein Pilot	ID:0000074	NA	NA	Exp118_Alomari_MEC1	Alomari et.al.	2014	http://omicsonline.org/open-access/lipid-raft-proteome-bcell-leukemia-jpb.S7-005.php?aid=24580	Profiling the lipid raft proteome from human MEC1 chronic lymphocytic leukemia cells
P21283	V-type proton ATPase subunit C 1	P21283	exp118	Yes	UniprotKB	NA	NA	V-type proton ATPase subunit C 1	ATP6V1C1	Human	std082	DRM	Triton X-100	Proteomic characterization of lipid raft proteome from chronic lymphocytic leukemia cells	Sucrose gradient	NA	LC-MS/MS	Protein Pilot	ID:0000074	NA	NA	Exp118_Alomari_MEC1	Alomari et.al.	2014	http://omicsonline.org/open-access/lipid-raft-proteome-bcell-leukemia-jpb.S7-005.php?aid=24580	Profiling the lipid raft proteome from human MEC1 chronic lymphocytic leukemia cells
P21796	Voltage-dependent anion-selective channel protein 1	P21796	exp118	Yes	UniprotKB	NA	NA	Voltage-dependent anion-selective channel protein 1	VDAC1	Human	std082	DRM	Triton X-100	Proteomic characterization of lipid raft proteome from chronic lymphocytic leukemia cells	Sucrose gradient	NA	LC-MS/MS	Protein Pilot	ID:0000074	NA	NA	Exp118_Alomari_MEC1	Alomari et.al.	2014	http://omicsonline.org/open-access/lipid-raft-proteome-bcell-leukemia-jpb.S7-005.php?aid=24580	Profiling the lipid raft proteome from human MEC1 chronic lymphocytic leukemia cells
Q68CQ5	Multifunctional protein ADE2 [Includes: Phosphoribosylaminoimidazole-succinocarboxamide synthase	Q68CQ5	exp118	Yes	UniprotKB	NA	NA	Multifunctional protein ADE2 [Includes: Phosphoribosylaminoimidazole-succinocarboxamide synthase	PAICS	Human	std082	DRM	Triton X-100	Proteomic characterization of lipid raft proteome from chronic lymphocytic leukemia cells	Sucrose gradient	NA	LC-MS/MS	Protein Pilot	ID:0000074	NA	NA	Exp118_Alomari_MEC1	Alomari et.al.	2014	http://omicsonline.org/open-access/lipid-raft-proteome-bcell-leukemia-jpb.S7-005.php?aid=24580	Profiling the lipid raft proteome from human MEC1 chronic lymphocytic leukemia cells
P22695	Cytochrome b-c1 complex subunit 2, mitochondrial	P22695	exp118	Yes	UniprotKB	NA	NA	Cytochrome b-c1 complex subunit 2, mitochondrial	UQCRC2	Human	std082	DRM	Triton X-100	Proteomic characterization of lipid raft proteome from chronic lymphocytic leukemia cells	Sucrose gradient	NA	LC-MS/MS	Protein Pilot	ID:0000074	NA	NA	Exp118_Alomari_MEC1	Alomari et.al.	2014	http://omicsonline.org/open-access/lipid-raft-proteome-bcell-leukemia-jpb.S7-005.php?aid=24580	Profiling the lipid raft proteome from human MEC1 chronic lymphocytic leukemia cells
P23284	Peptidyl-prolyl cis-trans isomerase B	P23284	exp118	Yes	UniprotKB	NA	NA	Peptidyl-prolyl cis-trans isomerase B	PPIB	Human	std082	DRM	Triton X-100	Proteomic characterization of lipid raft proteome from chronic lymphocytic leukemia cells	Sucrose gradient	NA	LC-MS/MS	Protein Pilot	ID:0000074	NA	NA	Exp118_Alomari_MEC1	Alomari et.al.	2014	http://omicsonline.org/open-access/lipid-raft-proteome-bcell-leukemia-jpb.S7-005.php?aid=24580	Profiling the lipid raft proteome from human MEC1 chronic lymphocytic leukemia cells
A6NGN1	Tryptophanyl-tRNA synthetase, cytoplasmic	A6NGN1	exp118	Yes	UniprotKB	NA	NA	Tryptophanyl-tRNA synthetase, cytoplasmic	WARS	Human	std082	DRM	Triton X-100	Proteomic characterization of lipid raft proteome from chronic lymphocytic leukemia cells	Sucrose gradient	NA	LC-MS/MS	Protein Pilot	ID:0000074	NA	NA	Exp118_Alomari_MEC1	Alomari et.al.	2014	http://omicsonline.org/open-access/lipid-raft-proteome-bcell-leukemia-jpb.S7-005.php?aid=24580	Profiling the lipid raft proteome from human MEC1 chronic lymphocytic leukemia cells
P23528	Cofilin-1	P23528	exp118	Yes	UniprotKB	NA	NA	Cofilin-1	CFL1	Human	std082	DRM	Triton X-100	Proteomic characterization of lipid raft proteome from chronic lymphocytic leukemia cells	Sucrose gradient	NA	LC-MS/MS	Protein Pilot	ID:0000074	NA	NA	Exp118_Alomari_MEC1	Alomari et.al.	2014	http://omicsonline.org/open-access/lipid-raft-proteome-bcell-leukemia-jpb.S7-005.php?aid=24580	Profiling the lipid raft proteome from human MEC1 chronic lymphocytic leukemia cells
P24534	Elongation factor 1-beta	P24534	exp118	Yes	UniprotKB	NA	NA	Elongation factor 1-beta	EEF1B2	Human	std082	DRM	Triton X-100	Proteomic characterization of lipid raft proteome from chronic lymphocytic leukemia cells	Sucrose gradient	NA	LC-MS/MS	Protein Pilot	ID:0000074	NA	NA	Exp118_Alomari_MEC1	Alomari et.al.	2014	http://omicsonline.org/open-access/lipid-raft-proteome-bcell-leukemia-jpb.S7-005.php?aid=24580	Profiling the lipid raft proteome from human MEC1 chronic lymphocytic leukemia cells
P24539	ATP synthase subunit b, mitochondrial	P24539	exp118	Yes	UniprotKB	NA	NA	ATP synthase subunit b, mitochondrial	ATP5F1	Human	std082	DRM	Triton X-100	Proteomic characterization of lipid raft proteome from chronic lymphocytic leukemia cells	Sucrose gradient	NA	LC-MS/MS	Protein Pilot	ID:0000074	NA	NA	Exp118_Alomari_MEC1	Alomari et.al.	2014	http://omicsonline.org/open-access/lipid-raft-proteome-bcell-leukemia-jpb.S7-005.php?aid=24580	Profiling the lipid raft proteome from human MEC1 chronic lymphocytic leukemia cells
P25398	40S ribosomal protein S12	P25398	exp118	Yes	UniprotKB	NA	NA	40S ribosomal protein S12	RPS12	Human	std082	DRM	Triton X-100	Proteomic characterization of lipid raft proteome from chronic lymphocytic leukemia cells	Sucrose gradient	NA	LC-MS/MS	Protein Pilot	ID:0000074	NA	NA	Exp118_Alomari_MEC1	Alomari et.al.	2014	http://omicsonline.org/open-access/lipid-raft-proteome-bcell-leukemia-jpb.S7-005.php?aid=24580	Profiling the lipid raft proteome from human MEC1 chronic lymphocytic leukemia cells
P26641	Elongation factor 1-gamma	P26641	exp118	Yes	UniprotKB	NA	NA	Elongation factor 1-gamma	TUT1	Human	std082	DRM	Triton X-100	Proteomic characterization of lipid raft proteome from chronic lymphocytic leukemia cells	Sucrose gradient	NA	LC-MS/MS	Protein Pilot	ID:0000074	NA	NA	Exp118_Alomari_MEC1	Alomari et.al.	2014	http://omicsonline.org/open-access/lipid-raft-proteome-bcell-leukemia-jpb.S7-005.php?aid=24580	Profiling the lipid raft proteome from human MEC1 chronic lymphocytic leukemia cells
P27348	14-3-3 protein theta	P27348	exp118	Yes	UniprotKB	NA	NA	14-3-3 protein theta	YWHAQ	Human	std082	DRM	Triton X-100	Proteomic characterization of lipid raft proteome from chronic lymphocytic leukemia cells	Sucrose gradient	NA	LC-MS/MS	Protein Pilot	ID:0000074	NA	NA	Exp118_Alomari_MEC1	Alomari et.al.	2014	http://omicsonline.org/open-access/lipid-raft-proteome-bcell-leukemia-jpb.S7-005.php?aid=24580	Profiling the lipid raft proteome from human MEC1 chronic lymphocytic leukemia cells
P27449	V-type proton ATPase 16 kDa proteolipid subunit	P27449	exp118	Yes	UniprotKB	NA	NA	V-type proton ATPase 16 kDa proteolipid subunit	ATP6V0C	Human	std082	DRM	Triton X-100	Proteomic characterization of lipid raft proteome from chronic lymphocytic leukemia cells	Sucrose gradient	NA	LC-MS/MS	Protein Pilot	ID:0000074	NA	NA	Exp118_Alomari_MEC1	Alomari et.al.	2014	http://omicsonline.org/open-access/lipid-raft-proteome-bcell-leukemia-jpb.S7-005.php?aid=24580	Profiling the lipid raft proteome from human MEC1 chronic lymphocytic leukemia cells
P27824	Calnexin	P27824	exp118	Yes	UniprotKB	NA	NA	Calnexin	CANX	Human	std082	DRM	Triton X-100	Proteomic characterization of lipid raft proteome from chronic lymphocytic leukemia cells	Sucrose gradient	NA	LC-MS/MS	Protein Pilot	ID:0000074	NA	NA	Exp118_Alomari_MEC1	Alomari et.al.	2014	http://omicsonline.org/open-access/lipid-raft-proteome-bcell-leukemia-jpb.S7-005.php?aid=24580	Profiling the lipid raft proteome from human MEC1 chronic lymphocytic leukemia cells
